City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Grand Gaube,MU,2021-04-24 19:22:01,-20.0064,57.6608,79.0,82,100,8.01
295,Quartucciu,IT,2021-04-24 19:22:01,39.2519,9.1794,62.01,72,20,5.75
296,Omboue,GA,2021-04-24 19:17:16,-1.5746,9.2618,77.83,85,94,2.3
297,Mitsamiouli,KM,2021-04-24 19:22:02,-11.3847,43.2844,80.51,78,48,10.58
298,Geraldton,AU,2021-04-24 19:22:02,-28.7667,114.6,59.0,94,91,2.3
299,Ngunguru,NZ,2021-04-24 19:22:02,-35.6167,174.5,54.0,96,21,1.01
300,Isangel,VU,2021-04-24 19:22:03,-19.55,169.2667,77.05,81,100,10.13
301,Bethanien,NA,2021-04-24 19:22:03,-26.502,17.1583,76.23,25,72,6.8
302,Farmington,US,2021-04-24 19:19:23,36.7281,-108.2187,68.0,13,1,6.91
303,Guymon,US,2021-04-24 19:22:04,36.6828,-101.4816,66.2,37,1,8.05
304,Namibe,AO,2021-04-24 19:22:04,-15.1961,12.1522,79.23,75,0,7.92
305,Yarada,IN,2021-04-24 19:22:05,17.65,83.2667,82.4,83,40,2.3
306,Teguise,ES,2021-04-24 19:22:05,29.0605,-13.564,71.6,53,40,14.97
307,Bairiki,KI,2021-04-24 19:22:05,1.3292,172.9752,80.6,83,75,5.75
308,Morehead,US,2021-04-24 19:22:06,37.2711,-87.1764,53.01,93,90,6.91
309,Hualmay,PE,2021-04-24 19:20:09,-11.0964,-77.6139,72.39,72,9,10.71
310,Whitecourt,CA,2021-04-24 19:22:06,54.1502,-115.6855,42.8,22,75,9.22
311,Cockburn Town,TC,2021-04-24 19:22:07,21.4612,-71.1419,82.4,65,40,11.5
312,Muroto,JP,2021-04-24 19:22:07,33.2833,134.15,60.4,74,6,4.32
313,George Town,MY,2021-04-24 19:22:08,5.4112,100.3354,82.0,89,40,2.3
314,Dunedin,NZ,2021-04-24 19:22:08,-45.8742,170.5036,48.99,73,100,10.0
315,Khandyga,RU,2021-04-24 19:22:08,62.6667,135.6,2.17,99,99,2.24
316,Kiama,AU,2021-04-24 19:22:09,-34.6833,150.8667,52.0,79,0,1.99
317,Souillac,MU,2021-04-24 19:20:07,-20.5167,57.5167,78.8,83,75,17.27
318,Rovaniemi,FI,2021-04-24 19:22:09,66.5,25.7167,32.0,86,90,11.5
319,Tucumcari,US,2021-04-24 19:22:10,35.1717,-103.725,73.4,20,1,13.8
320,Bontang,ID,2021-04-24 19:19:04,0.1333,117.5,76.39,84,64,4.27
321,Swan River,CA,2021-04-24 19:22:10,52.1058,-101.2676,39.2,38,100,13.8
322,Margate,GB,2021-04-24 19:22:11,51.3813,1.3862,46.0,73,100,1.99
323,Boras,SE,2021-04-24 19:19:42,57.721,12.9401,37.99,52,20,10.36
324,Lagoa,PT,2021-04-24 19:22:11,39.05,-27.9833,58.86,83,35,26.91
325,Okha,RU,2021-04-24 19:22:11,53.5739,142.9478,22.39,85,90,9.91
326,Spearfish,US,2021-04-24 19:22:12,44.4908,-103.8594,48.99,57,1,6.91
327,Rochegda,RU,2021-04-24 19:22:12,62.8,43.25,49.5,69,75,10.2
328,Eufaula,US,2021-04-24 19:22:13,31.8913,-85.1455,66.2,88,90,6.91
329,Longyearbyen,SJ,2021-04-24 19:22:13,78.2186,15.6401,26.6,63,75,3.44
330,Ayan,RU,2021-04-24 19:22:13,56.45,138.1667,21.83,77,36,9.82
331,Bahia Honda,CU,2021-04-24 19:22:14,22.9036,-83.1592,89.19,49,100,13.22
332,Bara,NG,2021-04-24 19:22:14,10.3744,10.7288,90.01,41,100,13.65
333,Chadiza,ZM,2021-04-24 19:22:15,-14.0678,32.4392,63.14,81,41,3.0
334,Ashtabula,US,2021-04-24 19:19:41,41.7001,-80.7665,61.0,36,20,9.22
335,San Ramon,US,2021-04-24 19:20:22,37.7799,-121.978,64.0,42,40,11.5
336,Savinka,RU,2021-04-24 19:22:15,50.0785,47.0994,46.2,75,6,14.09
337,Westport,US,2021-04-24 19:22:16,41.1415,-73.3579,68.0,24,1,16.11
338,Olinda,BR,2021-04-24 19:22:16,-8.0089,-34.8553,82.4,65,40,8.05
339,Flinders,AU,2021-04-24 19:22:16,-34.5833,150.8552,52.0,80,0,1.01
340,Narsaq,GL,2021-04-24 19:22:17,60.9167,-46.05,55.4,33,75,25.32
341,Ostrovnoy,RU,2021-04-24 19:20:57,68.0531,39.5131,36.19,99,100,4.54
342,Itoman,JP,2021-04-24 19:22:18,26.1247,127.6694,68.0,83,40,10.36
343,Caravelas,BR,2021-04-24 19:22:18,-17.7125,-39.2481,79.86,71,69,5.68
344,Maunabo,PR,2021-04-24 19:22:18,18.0072,-65.8993,84.99,72,98,8.99
345,Port Hardy,CA,2021-04-24 19:22:19,50.6996,-127.4199,48.2,93,90,4.61
346,Gostinu,RO,2021-04-24 19:22:19,44.0,26.1167,52.0,70,99,6.24
347,Kerouane,GN,2021-04-24 19:22:20,9.2667,-9.0167,77.83,64,100,6.67
348,Nishihara,JP,2021-04-24 19:22:20,26.1842,127.7558,68.0,88,75,5.75
349,Saint-Pierre,RE,2021-04-24 19:22:20,-21.3393,55.4781,77.0,83,75,25.32
350,Agirish,RU,2021-04-24 19:22:21,61.9247,63.0231,42.98,91,100,3.6
351,Banff,CA,2021-04-24 19:18:54,51.1762,-115.5698,30.2,69,100,3.44
352,Mehran,IR,2021-04-24 19:22:21,33.1222,46.1646,64.4,19,0,9.78
353,Savinskiy,RU,2021-04-24 19:22:22,62.9342,40.1361,46.33,75,25,6.42
354,Fort Nelson,CA,2021-04-24 19:21:09,58.8053,-122.7002,41.0,33,40,5.75
355,Bunia,CD,2021-04-24 19:22:22,1.5667,30.25,63.82,95,67,1.43
356,Beyneu,KZ,2021-04-24 19:22:22,45.3167,55.2,62.37,39,100,5.97
357,Lawton,US,2021-04-24 19:19:40,34.6087,-98.3903,64.99,63,75,5.75
358,Faya,SA,2021-04-24 19:22:23,18.3851,42.4509,59.0,67,75,9.22
359,Great Bend,US,2021-04-24 19:22:23,38.3645,-98.7648,62.01,55,1,6.91
360,Guerrero,MX,2021-04-24 19:22:24,17.6667,-100.0,91.18,18,3,4.36
361,La Troncal,EC,2021-04-24 19:22:24,-2.4,-79.3333,86.0,52,75,13.8
362,Lenoir City,US,2021-04-24 19:22:24,35.7973,-84.256,53.01,94,100,3.53
363,Naron,ES,2021-04-24 19:22:25,43.5167,-8.1528,62.01,94,20,4.61
364,Tabas,IR,2021-04-24 19:22:25,33.5959,56.9244,82.83,13,100,4.23
365,Gander,CA,2021-04-24 19:22:26,48.9682,-54.5906,41.0,87,90,13.8
366,San Quintin,MX,2021-04-24 19:22:26,30.4833,-115.95,64.09,66,15,16.82
367,Masyaf,SY,2021-04-24 19:22:26,35.0653,36.3406,68.0,68,0,5.75
368,Ixtapa,MX,2021-04-24 19:19:04,20.7,-105.2,80.6,69,75,11.5
369,Hauterive,FR,2021-04-24 19:22:27,46.0901,3.4459,66.2,42,0,5.75
370,Marin,US,2021-04-24 19:22:27,38.0666,-122.7344,62.6,45,90,11.5
371,Opuwo,NA,2021-04-24 19:20:15,-18.0607,13.84,73.15,39,81,3.27
372,Puerto Escondido,MX,2021-04-24 19:22:28,15.85,-97.0667,89.6,74,75,13.8
373,Sao Jose Da Coroa Grande,BR,2021-04-24 19:22:28,-8.8978,-35.1478,82.06,72,26,7.94
374,North Bend,US,2021-04-24 19:20:22,43.4065,-124.2243,57.0,76,90,8.05
375,Saint-Georges,GD,2021-04-24 19:22:29,12.0564,-61.7485,86.0,62,20,34.52
376,Dali,CN,2021-04-24 19:22:29,25.7,100.1833,57.25,53,5,5.37
377,Atasu,KZ,2021-04-24 19:22:30,48.6814,71.6433,41.95,28,84,11.36
378,Waingapu,ID,2021-04-24 19:22:30,-9.6567,120.2641,76.32,85,8,7.43
379,Jinchang,CN,2021-04-24 19:22:30,38.4953,102.1739,47.41,44,100,1.52
380,Trenton,US,2021-04-24 19:19:24,40.217,-74.7429,70.0,27,1,4.61
381,College,US,2021-04-24 19:18:43,64.8569,-147.8028,51.8,32,20,1.03
382,Skierniewice,PL,2021-04-24 19:22:31,51.9548,20.1584,44.01,100,95,5.64
383,Bethel,US,2021-04-24 19:22:31,41.3712,-73.414,69.8,21,1,8.05
384,Korla,CN,2021-04-24 19:22:32,41.7597,86.1469,50.16,42,0,12.08
385,Komsomolskiy,UZ,2021-04-24 19:22:32,40.4272,71.7189,60.8,48,95,4.61
386,Skjervoy,NO,2021-04-24 19:20:56,70.0311,20.9714,33.94,57,100,12.95
387,Santa Cruz,BO,2021-04-24 19:20:47,-17.8,-63.1667,68.0,94,75,5.75
388,Saint-Francois,FR,2021-04-24 19:22:33,46.4154,3.9054,64.4,45,0,8.05
389,Goedereede,NL,2021-04-24 19:22:33,51.8175,3.9806,50.0,58,100,17.22
390,Kaohsiung,TW,2021-04-24 19:22:34,22.6163,120.3133,77.0,83,40,8.05
391,San Vicente,AR,2021-04-24 19:18:32,-26.6167,-54.1333,61.72,99,100,0.89
392,Caluquembe,AO,2021-04-24 19:22:34,-13.7833,14.6833,64.06,64,91,2.77
393,Pahrump,US,2021-04-24 19:22:35,36.2083,-115.9839,78.01,18,99,3.0
394,Jacareacanga,BR,2021-04-24 19:22:35,-6.2222,-57.7528,89.35,59,100,1.45
395,Roma,US,2021-04-24 19:17:52,43.2128,-75.4557,66.2,24,1,12.66
396,Gap,FR,2021-04-24 19:22:36,44.6667,6.0,55.99,54,24,5.99
397,Kavieng,PG,2021-04-24 19:22:36,-2.5744,150.7967,80.62,79,48,7.31
398,Canakkale,TR,2021-04-24 19:19:31,40.0833,26.8333,53.6,87,75,11.5
399,Nouakchott,MR,2021-04-24 19:22:36,18.0858,-15.9785,68.0,77,82,25.32
400,Krasnaya Poyma,RU,2021-04-24 19:22:37,55.0014,39.08,37.99,100,100,12.24
401,Cabo San Lucas,MX,2021-04-24 19:20:02,22.8909,-109.9124,78.8,43,1,5.75
402,Alugan,PH,2021-04-24 19:22:37,12.2188,125.4808,76.24,89,52,4.83
403,Jalingo,NG,2021-04-24 19:22:38,8.8833,11.3667,88.34,51,42,8.34
404,Palu,ID,2021-04-24 19:22:38,-0.8917,119.8707,75.24,94,82,3.22
405,Batagay-Alyta,RU,2021-04-24 19:22:38,67.8006,130.4114,16.5,83,100,5.68
406,Boende,CD,2021-04-24 19:22:39,-0.2167,20.8667,73.06,90,67,3.02
407,Bjerkvik,NO,2021-04-24 19:22:39,68.5597,17.5189,35.01,75,90,10.36
408,Dolores,AR,2021-04-24 19:22:40,-36.3132,-57.6792,68.36,57,43,14.63
409,Akureyri,IS,2021-04-24 19:22:40,65.6835,-18.0878,50.0,62,0,9.22
410,Hue,VN,2021-04-24 19:22:40,16.4667,107.6,80.6,89,40,1.14
411,Eyl,SO,2021-04-24 19:22:41,7.9803,49.8164,83.39,73,64,9.35
412,Guozhen,CN,2021-04-24 19:22:41,34.3659,107.359,51.76,98,100,1.86
413,Slave Lake,CA,2021-04-24 19:22:42,55.2834,-114.769,33.8,47,1,10.36
414,Marovoay,MG,2021-04-24 19:22:42,-16.1,46.6333,80.6,78,40,4.61
415,Luis Correia,BR,2021-04-24 19:22:42,-2.8792,-41.6669,78.8,94,90,18.41
416,Barcelos,PT,2021-04-24 19:22:43,41.5388,-8.6151,61.0,94,40,5.75
417,Cabano,PH,2021-04-24 19:22:43,10.5869,122.7002,80.11,80,100,7.92
418,Tura,IN,2021-04-24 19:22:43,25.5198,90.2201,75.25,35,100,3.51
419,Beringovskiy,RU,2021-04-24 19:22:44,63.05,179.3167,30.27,94,100,5.88
420,Parati,BR,2021-04-24 19:22:44,-23.2178,-44.7131,78.8,53,20,6.91
421,Idar,DE,2021-04-24 19:22:44,49.7167,7.3,53.6,46,0,8.05
422,Walvis Bay,NA,2021-04-24 19:22:45,-22.9575,14.5053,59.0,88,0,5.75
423,Acari,PE,2021-04-24 19:22:45,-15.4311,-74.6158,78.78,55,3,11.12
424,Chinchani,IN,2021-04-24 19:22:46,19.8667,72.7,82.67,73,100,4.7
425,Almeirim,BR,2021-04-24 19:22:46,-1.5233,-52.5817,85.17,70,69,4.81
426,Lorengau,PG,2021-04-24 19:22:47,-2.0226,147.2712,81.01,76,92,4.38
427,Gao,ML,2021-04-24 19:22:47,16.6362,1.637,92.68,5,1,8.55
428,Namtsy,RU,2021-04-24 19:22:47,62.7161,129.6658,26.6,74,40,6.71
429,Mafra,BR,2021-04-24 19:22:48,-26.1114,-49.8053,64.99,70,77,5.01
430,Burnie,AU,2021-04-24 19:22:48,-41.0667,145.9167,46.0,91,38,1.01
431,Korem,ET,2021-04-24 19:22:48,12.5058,39.5228,63.54,42,100,7.47
432,Isla Mujeres,MX,2021-04-24 19:22:49,21.2311,-86.731,87.8,62,75,11.5
433,La Orilla,MX,2021-04-24 19:22:49,17.9833,-102.2333,85.41,50,100,11.3
434,La Ronge,CA,2021-04-24 19:22:50,55.1001,-105.2842,30.2,39,100,5.75
435,Namie,JP,2021-04-24 19:22:50,37.4833,141.0,54.0,73,76,4.43
436,Gayny,RU,2021-04-24 19:22:50,60.3071,54.3241,41.4,93,100,8.41
437,Sorland,NO,2021-04-24 19:20:06,67.667,12.6934,37.18,63,45,23.87
438,Aykhal,RU,2021-04-24 19:22:51,66.0,111.5,20.03,96,100,6.24
439,Salalah,OM,2021-04-24 19:22:51,17.0151,54.0924,82.18,75,17,6.44
440,Bon Air,US,2021-04-24 19:22:52,37.5249,-77.5578,64.99,42,90,4.61
441,Souris,CA,2021-04-24 19:22:52,49.6172,-100.2612,45.0,19,90,10.36
442,Carballo,ES,2021-04-24 19:22:53,43.213,-8.691,61.0,89,100,1.34
443,Bambanglipuro,ID,2021-04-24 19:22:53,-7.95,110.2833,75.18,83,17,3.15
444,Lincoln,US,2021-04-24 19:21:39,40.8,-96.667,57.2,44,1,8.05
445,Ipswich,GB,2021-04-24 19:22:54,52.0592,1.1555,46.4,66,48,9.22
446,Mount Gambier,AU,2021-04-24 19:22:54,-37.8333,140.7667,51.8,93,75,4.61
447,Guerrero Negro,MX,2021-04-24 19:22:50,27.9769,-114.0611,67.15,57,3,15.05
448,Ostersund,SE,2021-04-24 19:22:54,63.1792,14.6357,32.0,51,61,12.66
449,Belaya Gora,RU,2021-04-24 19:22:55,68.5333,146.4167,-8.01,100,100,4.7
450,Valparaiso,CL,2021-04-24 19:20:11,-33.0393,-71.6273,68.0,56,0,6.91
451,Gushikawa,JP,2021-04-24 19:22:55,26.3544,127.8686,66.2,88,20,9.22
452,Honiara,SB,2021-04-24 19:22:56,-9.4333,159.95,77.97,84,100,2.51
453,Lavrentiya,RU,2021-04-24 19:22:56,65.5833,-171.0,28.24,88,93,1.28
454,Krasnoborsk,RU,2021-04-24 19:22:56,61.5598,45.934,46.44,77,11,9.04
455,Dobric,RS,2021-04-24 19:22:57,44.7019,19.5814,52.0,45,9,2.15
456,Eureka,US,2021-04-24 19:22:57,40.8021,-124.1637,55.0,81,100,1.99
457,Sirpur,IN,2021-04-24 19:22:58,19.4833,79.6,91.0,18,0,0.87
458,Taltal,CL,2021-04-24 19:22:58,-25.4,-70.4833,64.72,71,49,4.76
459,Novyy Urengoy,RU,2021-04-24 19:22:58,66.0833,76.6333,30.94,91,100,8.46
460,Thessalon,CA,2021-04-24 19:22:59,46.2501,-83.5666,59.0,31,1,12.66
461,Ukiah,US,2021-04-24 19:22:59,39.1502,-123.2078,59.0,58,75,9.22
462,Kurchum,KZ,2021-04-24 19:23:00,48.5722,83.6542,37.36,47,1,3.06
463,Cardston,CA,2021-04-24 19:23:00,49.2,-113.3019,33.8,75,100,6.91
464,Muros,ES,2021-04-24 19:23:00,42.7762,-9.0603,64.99,75,97,7.0
465,Alyangula,AU,2021-04-24 19:23:01,-13.8483,136.4192,69.8,100,100,9.4
466,Sur,OM,2021-04-24 19:23:01,22.5667,59.5289,86.83,39,1,11.95
467,Sept-Iles,CA,2021-04-24 19:22:55,50.2001,-66.3821,50.0,43,75,12.66
468,Arkhara,RU,2021-04-24 19:23:02,49.4212,130.0842,31.84,75,4,10.29
469,Katherine,AU,2021-04-24 19:23:02,-14.4667,132.2667,60.8,59,95,4.61
470,Lokosovo,RU,2021-04-24 19:23:02,61.1333,74.8167,34.38,99,100,1.95
471,Olafsvik,IS,2021-04-24 19:23:03,64.8945,-23.7142,44.64,82,100,17.38
472,Bakau,GM,2021-04-24 19:23:03,13.4781,-16.6819,75.2,73,0,12.66
473,Sumenep,ID,2021-04-24 19:23:04,-7.0167,113.8667,78.33,78,5,5.7
474,Dicamay,PH,2021-04-24 19:23:04,16.7561,122.0037,73.08,85,100,2.51
475,Tumen,CN,2021-04-24 19:23:04,42.9661,129.8425,37.51,60,0,3.91
476,Goundam,ML,2021-04-24 19:23:05,16.4145,-3.6708,95.34,8,99,1.25
477,Kalemie,CD,2021-04-24 19:23:05,-5.9475,29.1947,71.46,85,71,2.28
478,Santa Isabel Do Rio Negro,BR,2021-04-24 19:23:06,-0.4139,-65.0192,91.89,48,88,4.59
479,Havelock,US,2021-04-24 19:23:06,34.8791,-76.9013,66.99,59,75,9.22
480,Marawi,PH,2021-04-24 19:23:06,7.9986,124.2928,75.99,90,91,7.0
481,Ampanihy,MG,2021-04-24 19:23:07,-24.7,44.75,72.07,69,5,6.17
482,Santa Fe,AR,2021-04-24 19:20:10,-31.6333,-60.7,75.0,62,60,8.01
483,Balakhninskiy,RU,2021-04-24 19:23:07,58.0106,114.2769,23.68,96,100,3.02
484,Nosy Varika,MG,2021-04-24 19:23:08,-20.5833,48.5333,71.37,92,35,6.08
485,Berlevag,NO,2021-04-24 19:23:08,70.8578,29.0864,33.93,70,99,14.03
486,Yantal,RU,2021-04-24 19:23:08,56.8471,105.2542,33.12,99,100,3.09
487,Hinundayan,PH,2021-04-24 19:23:09,10.3523,125.2506,78.15,85,100,4.38
488,The Valley,AI,2021-04-24 19:23:09,18.217,-63.0578,86.0,65,40,12.66
489,Kirensk,RU,2021-04-24 19:23:10,57.7853,108.1119,32.43,98,100,1.99
490,Axim,GH,2021-04-24 19:20:23,4.8699,-2.2405,81.48,82,67,8.52
491,Nanchang,CN,2021-04-24 19:23:10,28.6833,115.8833,61.74,91,99,16.26
492,Seguin,US,2021-04-24 19:23:11,29.5688,-97.9647,87.8,25,1,16.11
493,Cermik,TR,2021-04-24 19:23:11,38.1361,39.4493,60.8,39,0,4.61
494,Sakakah,SA,2021-04-24 19:23:12,29.9697,40.2064,82.4,11,40,8.05
495,Chaman,PK,2021-04-24 19:23:12,30.9236,66.4512,73.49,7,0,4.94
496,Itacarambi,BR,2021-04-24 19:23:13,-15.1022,-44.0919,93.42,23,5,1.57
497,Fukue,JP,2021-04-24 19:23:13,32.6881,128.8419,61.75,80,1,11.05
498,Sirjan,IR,2021-04-24 19:23:13,29.452,55.6814,66.22,42,100,2.15
499,Merauke,ID,2021-04-24 19:23:14,-8.4667,140.3333,77.94,89,97,7.94
500,Ponazyrevo,RU,2021-04-24 19:23:14,58.3578,46.3142,44.4,83,100,9.95
501,Bull Savanna,JM,2021-04-24 19:23:14,17.8868,-77.5902,82.69,61,16,16.91
502,San Policarpo,PH,2021-04-24 19:23:15,12.1791,125.5072,76.53,89,61,5.08
503,Kenora,CA,2021-04-24 19:23:15,49.8167,-94.4337,37.4,28,75,8.05
504,Karratha,AU,2021-04-24 19:23:16,-20.7377,116.8463,78.82,35,0,8.25
505,San Cristobal,VE,2021-04-24 19:20:06,7.7669,-72.225,89.6,55,40,13.8
506,Mabaruma,GY,2021-04-24 19:23:16,8.2,-59.7833,81.32,77,98,7.81
507,Kendal,GB,2021-04-24 19:23:16,54.3268,-2.7476,54.0,66,18,3.0
508,Clyde River,CA,2021-04-24 19:23:17,70.4692,-68.5914,17.6,100,75,9.22
509,Saquarema,BR,2021-04-24 19:23:17,-22.92,-42.5103,78.8,83,20,9.22
510,Miraflores,MX,2021-04-24 19:23:18,19.2167,-98.8083,80.6,17,1,4.61
511,Sola,VU,2021-04-24 19:23:18,-13.8833,167.55,82.38,76,100,17.0
512,Leon,MX,2021-04-24 19:20:25,21.1167,-101.6667,86.0,15,75,5.75
513,Ust-Tsilma,RU,2021-04-24 19:23:19,65.441,52.1498,41.9,90,72,4.65
514,Mpika,ZM,2021-04-24 19:23:19,-11.8343,31.4529,58.95,92,7,2.98
515,Fuerte Olimpo,PY,2021-04-24 19:23:19,-21.0415,-57.8738,91.44,36,100,10.25
516,Bilibino,RU,2021-04-24 19:23:20,68.0546,166.4372,23.54,95,100,1.32
517,Okhotsk,RU,2021-04-24 19:23:20,59.3833,143.3,12.69,72,46,16.42
518,Forestville,US,2021-04-24 19:23:21,38.8451,-76.875,64.99,34,40,10.36
519,Mbanza-Ngungu,CD,2021-04-24 19:23:21,-5.25,14.8667,68.81,96,100,1.59
520,Masallatah,LY,2021-04-24 19:23:21,32.6167,14.0,58.39,84,20,13.15
521,Kaeo,NZ,2021-04-24 19:23:22,-35.1,173.7833,54.0,96,21,1.01
522,Eyrarbakki,IS,2021-04-24 19:23:22,63.863,-21.1481,46.4,81,90,18.41
523,Wenling,CN,2021-04-24 19:23:23,28.3669,121.36,66.99,87,100,6.24
524,Yoichi,JP,2021-04-24 19:23:23,43.2039,140.7703,42.01,88,100,9.46
525,Ust-Ilimsk,RU,2021-04-24 19:23:23,58.0006,102.6619,32.38,99,100,1.39
526,Zhigansk,RU,2021-04-24 19:23:24,66.7697,123.3711,33.03,98,100,9.71
527,Petropavlovsk-Kamchatskiy,RU,2021-04-24 19:23:24,53.0452,158.6483,33.8,100,90,4.47
528,Vila Franca Do Campo,PT,2021-04-24 19:23:25,37.7167,-25.4333,59.0,82,75,9.22
529,Broken Hill,AU,2021-04-24 19:23:25,-31.95,141.4333,46.4,71,0,4.61
530,Kouango,CF,2021-04-24 19:23:25,4.9934,19.9619,74.01,86,30,5.21
531,Sabzevar,IR,2021-04-24 19:23:26,36.2126,57.6819,70.34,31,100,15.35
532,Beloha,MG,2021-04-24 19:23:26,-25.1667,45.05,75.27,63,13,14.05
533,Chernukha,RU,2021-04-24 19:23:26,55.5974,43.7556,37.81,95,100,12.12
534,Tecoanapa,MX,2021-04-24 19:23:27,16.5167,-98.75,85.69,55,97,10.71
535,Half Moon Bay,US,2021-04-24 19:23:27,37.4636,-122.4286,64.99,71,90,8.05
536,Avera,US,2021-04-24 19:23:28,33.194,-82.5271,64.99,90,90,9.22
537,Alvorada,BR,2021-04-24 19:23:28,-12.48,-49.1247,89.44,47,47,1.05
538,Bantry,IE,2021-04-24 19:23:28,51.6833,-9.45,59.0,41,0,14.97
539,Muhos,FI,2021-04-24 19:23:29,64.808,25.9931,35.6,87,90,9.22
540,Taoudenni,ML,2021-04-24 19:20:37,22.6783,-3.9836,95.72,9,2,10.65
541,Luorong,CN,2021-04-24 19:23:29,24.4058,109.6086,72.43,92,100,7.18
542,Ponezhukay,RU,2021-04-24 19:23:30,44.8876,39.3855,48.2,57,0,4.47
543,Ust-Ishim,RU,2021-04-24 19:23:30,57.6935,71.1665,42.57,57,100,4.41
544,Kostomuksha,RU,2021-04-24 19:23:30,64.571,30.5767,35.89,92,100,4.79
545,Haines Junction,CA,2021-04-24 19:23:31,60.7522,-137.5108,46.4,31,15,2.3
546,Bathsheba,BB,2021-04-24 19:23:31,13.2167,-59.5167,84.2,58,40,19.57
547,Oistins,BB,2021-04-24 19:23:32,13.0667,-59.5333,84.2,58,40,19.57
548,Cap Malheureux,MU,2021-04-24 19:23:32,-19.9842,57.6142,79.0,82,100,8.01
549,Neiafu,TO,2021-04-24 19:23:32,-18.65,-173.9833,75.2,88,40,10.71
550,Ringkobing,DK,2021-04-24 19:23:33,56.0901,8.244,39.99,71,6,16.37
551,Wau,SS,2021-04-24 19:23:33,7.7029,27.9953,85.6,47,100,3.6
552,Wasilla,US,2021-04-24 19:23:33,61.5814,-149.4394,53.01,40,1,0.81
553,Rock Sound,BS,2021-04-24 19:23:34,24.9,-76.2,77.88,75,83,14.74
554,Novikovo,RU,2021-04-24 19:23:34,51.1537,37.8879,38.28,64,0,11.99
555,Gabi,PH,2021-04-24 19:23:35,7.6215,126.092,73.89,92,79,0.89
556,Juneau,US,2021-04-24 19:23:00,58.3019,-134.4197,53.6,35,20,9.22
557,Grootfontein,NA,2021-04-24 19:23:35,-19.5667,18.1167,51.8,76,0,2.86
558,Floriano,BR,2021-04-24 19:23:36,-6.7669,-43.0225,83.88,72,100,3.6
559,Orapa,BW,2021-04-24 19:23:36,-21.2833,25.3667,66.0,24,0,1.1
560,Peace River,CA,2021-04-24 19:23:37,56.2501,-117.286,35.6,32,75,18.41
561,Paka,MY,2021-04-24 19:23:37,4.6374,103.4368,77.0,100,99,3.15
562,Riviere-Au-Renard,CA,2021-04-24 19:19:53,48.9957,-64.3971,48.2,40,40,14.97
